Date,Open,High,Low,Close,Adj Close,Volume
2023-12-27,373.690002,375.059998,372.809998,374.070007,373.379547,14905400
2023-12-28,375.369995,376.459991,374.160004,375.279999,374.587280,14327000
2023-12-29,376.000000,377.160004,373.480011,376.040009,375.345886,18723000
2024-01-02,373.859985,375.899994,366.769989,370.869995,370.185425,25258600
2024-01-03,369.010010,373.260010,368.510010,370.600006,369.915924,23083500
2024-01-04,370.670013,373.100006,367.170013,367.940002,367.260834,20901500
2024-01-05,368.970001,372.059998,366.500000,367.750000,367.071198,20987000
2024-01-08,369.299988,375.200012,369.010010,374.690002,373.998383,23134000
2024-01-09,372.010010,375.989990,371.190002,375.790009,375.096375,20830000
2024-01-10,376.369995,384.170013,376.320007,382.769989,382.063446,25514200
2024-01-11,386.000000,390.679993,380.380005,384.630005,383.920044,27850800
2024-01-12,385.489990,388.679993,384.649994,388.470001,387.752960,21645700
2024-01-16,393.660004,394.029999,387.619995,390.269989,389.549622,27202300
2024-01-17,387.980011,390.109985,384.809998,389.470001,388.751099,22234100
2024-01-18,391.720001,393.989990,390.119995,393.869995,393.142975,23392100
2024-01-19,395.760010,398.670013,393.500000,398.670013,397.934143,29272000
2024-01-22,400.019989,400.619995,393.589996,396.510010,395.778107,27016900
2024-01-23,395.750000,399.380005,393.929993,398.899994,398.163696,20525900
2024-01-24,401.540009,405.630005,400.450012,402.559998,401.816925,24867000
2024-01-25,404.320007,407.010010,402.529999,404.869995,404.122681,21021200
2024-01-26,404.369995,406.170013,402.429993,403.929993,403.184418,17803300
2024-01-29,406.059998,409.980011,404.329987,409.720001,408.963715,24510200
2024-01-30,412.260010,413.049988,406.450012,408.589996,407.835815,33477600
2024-01-31,406.959991,415.320007,397.209991,397.579987,396.846130,47871100
2024-02-01,401.829987,408.000000,401.799988,403.779999,403.034698,30657700
2024-02-02,403.809998,412.649994,403.559998,411.220001,410.460968,28245000
2024-02-05,409.899994,411.160004,403.989990,405.649994,404.901245,25352300
2024-02-06,405.880005,407.970001,402.910004,405.489990,404.741516,18382600
2024-02-07,407.440002,414.299988,407.399994,414.049988,413.285706,22340500
2024-02-08,414.049988,415.559998,412.529999,414.109985,413.345612,21225300
2024-02-09,415.250000,420.820007,415.089996,420.549988,419.773712,22032800
2024-02-12,420.559998,420.739990,414.750000,415.260010,414.493500,21202900
2024-02-13,404.940002,410.070007,403.390015,406.320007,405.570007,27824900
2024-02-14,408.070007,409.839996,404.570007,409.489990,409.489990,20401200
2024-02-15,408.140015,409.130005,404.290009,406.559998,406.559998,21825500
2024-02-16,407.959991,408.290009,403.440002,404.059998,404.059998,22281100
2024-02-20,403.239990,404.489990,398.010010,402.790009,402.790009,24307900
